amount,payment_method,failure_reason,attempt_count,days_since_failure,day_of_month,hour_of_day,previous_successes,previous_failures,previous_recovery_success,is_subscription,recovery_succeeded
3415.1,card,bank_outage,2,4.8,21,21,3,1,False,0,1
1063.49,card,card_expired,2,1.6,7,8,8,0,True,0,1
2860.8,upi,card_expired,1,5.0,15,17,6,2,True,0,1
6192.86,card,insufficient_funds,1,2.1,8,12,0,0,False,0,1
2667.83,upi,insufficient_funds,1,0.6,10,12,4,0,True,1,1
3772.35,subscription_mandate,card_expired,1,1.9,14,0,2,1,False,1,1
1188.6,card,high_risk_fraud,1,5.5,6,22,5,1,True,0,0
1272.45,upi,card_expired,1,2.2,9,15,5,2,True,0,0
5516.24,card,card_expired,1,3.8,30,15,1,0,False,0,1
1285.81,card,high_risk_fraud,2,0.4,23,20,2,3,False,0,0
238.03,upi,network_timeout,1,0.3,8,10,4,0,True,0,1
1852.52,card,network_timeout,2,0.1,1,17,7,1,True,0,1
3238.21,subscription_mandate,card_expired,1,11.2,11,12,4,1,True,1,1
6327.49,upi,authentication_failed,1,2.1,6,13,3,1,False,1,1
10734.28,card,bank_outage,1,0.9,23,18,0,0,False,0,1
2633.92,card,bank_outage,1,0.0,14,10,7,1,True,0,1
4414.97,card,network_timeout,1,1.7,24,20,4,1,True,0,1
2720.48,netbanking,card_expired,1,0.2,26,13,9,1,True,1,1
3356.53,upi,high_risk_fraud,2,0.6,17,13,0,0,False,0,0
2062.81,card,high_risk_fraud,1,0.8,24,12,7,0,False,1,0
3455.76,upi,bank_outage,2,1.0,17,7,3,1,False,1,1
1265.31,upi,insufficient_funds,1,2.1,21,14,7,0,False,0,1
14502.51,upi,network_timeout,1,0.3,30,16,8,0,False,0,1
283.69,card,insufficient_funds,2,0.2,30,5,2,0,False,0,1
4079.78,card,bank_outage,1,0.8,15,10,5,1,True,1,1
3253.85,card,insufficient_funds,1,1.0,17,18,2,1,False,0,1
3408.93,card,network_timeout,1,1.8,28,13,4,0,True,0,0
841.73,upi,high_risk_fraud,1,0.7,2,15,2,0,False,1,0
538.97,card,insufficient_funds,1,1.0,31,11,13,0,True,0,1
4209.91,card,network_timeout,4,0.8,20,6,14,0,False,0,1
8159.2,card,authentication_failed,1,0.1,2,14,4,0,False,1,1
2975.62,card,insufficient_funds,3,4.4,18,10,14,0,False,0,0
5037.89,subscription_mandate,insufficient_funds,3,1.4,21,17,2,0,False,1,1
1615.94,upi,card_expired,1,1.1,18,12,9,1,True,0,0
3289.25,card,network_timeout,2,1.0,30,13,2,2,False,0,1
7354.69,upi,card_expired,5,4.2,15,14,6,1,True,0,0
1840.53,card,insufficient_funds,1,2.9,14,17,1,0,False,0,1
7095.0,netbanking,insufficient_funds,1,1.0,7,18,7,0,True,0,1
560.53,upi,card_expired,2,0.7,12,7,7,0,True,0,1
1405.71,upi,insufficient_funds,2,0.5,17,7,0,1,False,0,1
3989.11,subscription_mandate,bank_outage,2,2.4,12,9,4,1,True,1,1
13528.17,netbanking,insufficient_funds,1,0.0,3,16,7,1,True,1,1
2472.16,netbanking,network_timeout,1,0.8,24,10,8,0,True,1,1
962.44,card,network_timeout,2,1.1,9,18,18,2,True,0,1
13254.22,card,authentication_failed,1,1.3,21,11,8,1,False,0,0
2178.68,upi,insufficient_funds,2,5.0,31,12,2,0,False,0,1
4439.52,upi,bank_outage,1,1.9,14,14,3,1,False,0,1
1806.27,upi,network_timeout,1,5.1,2,15,11,0,True,0,1
2774.01,upi,card_expired,3,0.2,19,1,5,0,True,0,0
1471.58,card,insufficient_funds,2,1.3,2,12,2,1,False,0,1
18617.91,card,insufficient_funds,2,3.9,19,18,14,1,True,1,1
7130.3,upi,bank_outage,4,0.7,31,15,8,0,True,0,1
11983.8,card,card_expired,1,1.8,10,10,9,1,True,0,1
1200.37,upi,authentication_failed,2,3.1,11,20,8,1,True,1,1
472.24,upi,network_timeout,1,1.0,1,21,6,0,False,0,1
1874.96,upi,network_timeout,1,5.4,8,13,11,3,True,0,1
23501.62,upi,high_risk_fraud,2,2.1,1,11,4,1,True,1,0
1826.79,upi,bank_outage,3,4.7,17,19,5,1,True,0,1
6289.33,upi,insufficient_funds,1,0.1,14,10,3,0,False,0,0
970.33,card,insufficient_funds,2,1.6,20,17,8,0,False,0,1
1157.36,upi,network_timeout,1,3.9,22,16,8,0,True,0,1
2271.48,upi,card_expired,2,0.6,2,15,5,0,False,0,1
16296.81,card,authentication_failed,3,2.0,29,9,14,0,True,0,1
6569.61,upi,insufficient_funds,2,0.8,9,9,5,1,True,0,1
384.57,netbanking,insufficient_funds,2,0.5,27,12,14,0,False,0,1
4447.32,card,network_timeout,2,0.4,29,14,5,0,False,0,1
867.95,upi,network_timeout,1,5.8,11,11,9,1,False,1,1
1321.59,subscription_mandate,authentication_failed,2,6.6,25,17,3,0,False,1,0
3863.59,netbanking,insufficient_funds,2,0.5,17,10,9,0,True,0,1
8592.05,card,card_expired,1,0.8,20,15,6,0,False,1,1
8220.11,upi,bank_outage,4,3.3,14,10,6,2,True,0,1
3289.23,subscription_mandate,authentication_failed,1,0.2,3,12,2,0,False,1,1
3331.09,upi,insufficient_funds,1,2.9,7,12,5,0,False,1,1
8197.55,card,bank_outage,2,11.0,7,13,8,1,True,0,1
591.11,card,insufficient_funds,1,0.0,7,17,0,0,False,0,1
12639.97,upi,network_timeout,2,7.1,22,11,6,1,True,1,1
1258.43,card,insufficient_funds,3,6.2,27,16,6,0,False,0,1
3085.76,card,high_risk_fraud,2,0.3,3,20,6,0,True,0,0
1561.45,card,insufficient_funds,2,3.1,4,11,1,1,False,0,1
862.29,upi,bank_outage,3,0.4,13,13,13,1,True,0,1
3697.57,upi,network_timeout,1,0.5,3,11,8,1,True,0,1
3019.61,netbanking,insufficient_funds,1,1.1,30,18,0,1,False,0,1
2219.74,upi,insufficient_funds,2,2.3,9,10,6,1,True,0,1
2127.28,subscription_mandate,bank_outage,2,1.6,24,22,12,0,False,1,1
9636.88,subscription_mandate,bank_outage,3,4.7,16,6,7,0,True,1,1
17562.53,card,network_timeout,1,0.5,13,19,4,1,True,1,1
7537.25,upi,bank_outage,1,0.2,2,18,12,1,False,0,1
3132.75,card,insufficient_funds,1,1.1,15,9,6,1,True,0,1
559.17,subscription_mandate,authentication_failed,1,0.6,11,16,3,1,False,1,1
4291.71,card,insufficient_funds,2,4.4,7,3,4,1,False,0,0
4466.01,upi,bank_outage,1,0.8,26,5,5,0,False,1,1
4886.34,netbanking,authentication_failed,1,0.6,1,14,1,0,False,0,1
874.03,card,authentication_failed,1,1.1,12,15,10,1,False,0,1
5245.14,netbanking,insufficient_funds,1,0.3,2,11,9,0,False,0,1
9950.99,card,insufficient_funds,1,0.1,19,19,4,0,True,0,1
1007.92,card,bank_outage,2,1.1,18,15,5,2,True,0,1
4519.66,upi,insufficient_funds,5,1.8,30,16,3,0,False,1,0
1175.44,card,network_timeout,1,0.3,4,15,9,1,True,0,1
2221.99,upi,card_expired,1,0.3,22,12,6,2,True,0,0
1039.17,subscription_mandate,insufficient_funds,1,0.2,26,6,9,1,False,1,1
1779.98,card,card_expired,1,1.8,22,14,3,0,False,0,1
1792.45,upi,bank_outage,2,1.7,30,18,8,1,False,0,1
3537.05,netbanking,network_timeout,1,5.6,31,20,5,1,True,0,1
5438.85,upi,card_expired,1,1.0,3,8,8,0,False,0,0
7292.19,card,insufficient_funds,2,0.8,3,17,10,1,True,0,1
1357.27,subscription_mandate,card_expired,2,3.3,6,9,2,0,False,1,1
3374.09,card,bank_outage,1,0.2,30,9,9,0,True,0,1
908.37,upi,network_timeout,1,1.4,7,6,1,2,False,1,1
2209.19,upi,authentication_failed,1,0.6,5,22,8,0,True,1,1
2536.31,upi,high_risk_fraud,1,2.6,17,17,12,0,True,0,1
1063.92,card,card_expired,3,0.3,2,11,1,0,False,0,0
4036.75,card,authentication_failed,1,1.7,23,19,5,0,True,0,1
2121.38,upi,insufficient_funds,1,5.1,15,8,0,1,False,1,0
2804.36,card,bank_outage,1,3.6,31,11,2,0,False,0,1
7347.08,upi,card_expired,1,1.3,28,5,21,1,True,0,1
1660.86,upi,network_timeout,1,4.9,16,12,3,0,False,1,1
5245.78,upi,network_timeout,3,2.5,10,10,14,1,True,1,1
8942.68,card,insufficient_funds,1,9.8,2,22,4,1,True,0,1
8462.87,card,authentication_failed,1,1.5,3,9,2,0,False,0,1
2060.45,subscription_mandate,authentication_failed,1,6.9,3,9,6,0,True,1,1
1016.99,card,authentication_failed,1,1.3,1,5,2,0,False,1,1
1288.28,card,card_expired,2,3.2,16,13,6,2,True,0,0
585.22,card,high_risk_fraud,1,4.0,13,7,11,2,True,1,1
4525.2,card,network_timeout,1,3.8,4,17,7,0,True,0,1
4785.17,subscription_mandate,bank_outage,2,0.5,31,12,3,2,False,1,1
2712.59,card,card_expired,2,3.8,29,23,4,2,False,0,0
707.32,card,network_timeout,3,0.3,22,6,3,2,False,0,1
1756.79,upi,network_timeout,1,0.1,28,12,18,2,True,0,1
8452.63,card,bank_outage,2,7.1,16,21,10,0,True,0,1
4224.67,card,high_risk_fraud,1,5.5,13,12,8,0,False,0,0
4938.14,subscription_mandate,insufficient_funds,3,1.7,7,11,1,1,False,1,0
47918.33,upi,bank_outage,3,1.3,20,8,4,1,True,0,1
3278.91,card,insufficient_funds,2,1.6,30,15,11,0,False,0,1
349.75,card,card_expired,2,5.6,30,11,2,0,False,0,1
905.97,card,insufficient_funds,2,3.5,2,14,8,0,True,0,1
3213.13,card,insufficient_funds,1,3.2,1,20,5,2,True,1,1
2482.11,upi,card_expired,1,1.7,2,14,12,0,False,0,1
2090.61,upi,insufficient_funds,2,0.1,6,6,6,0,True,0,1
2123.9,upi,insufficient_funds,4,4.0,10,13,13,0,True,0,0
1204.73,subscription_mandate,network_timeout,2,1.2,17,17,17,2,True,1,1
3416.71,card,insufficient_funds,1,2.2,15,15,8,1,True,0,0
8560.59,subscription_mandate,insufficient_funds,1,1.4,22,8,5,1,False,1,0
11604.0,upi,insufficient_funds,1,8.4,28,12,9,0,True,0,1
11311.61,card,insufficient_funds,1,2.2,2,14,9,1,True,0,0
1032.39,netbanking,insufficient_funds,1,2.9,23,11,6,0,False,0,1
2396.69,card,authentication_failed,1,0.9,19,20,6,0,True,0,1
1840.04,upi,bank_outage,1,1.5,13,22,4,1,True,1,0
4157.94,upi,card_expired,1,0.8,22,17,6,0,True,0,0
2265.55,card,card_expired,1,0.9,21,20,9,0,True,0,1
1992.08,netbanking,insufficient_funds,4,1.7,9,20,2,2,False,0,0
9037.35,card,network_timeout,1,3.3,23,11,9,0,True,0,1
2666.55,netbanking,high_risk_fraud,1,0.8,13,11,7,0,False,1,0
2729.2,card,insufficient_funds,1,0.2,6,4,9,1,True,0,1
3540.11,card,insufficient_funds,1,4.4,31,9,4,0,False,0,1
4485.36,card,bank_outage,4,0.1,11,9,6,0,True,0,1
4508.68,netbanking,insufficient_funds,2,0.3,17,9,3,2,False,0,1
9866.73,card,insufficient_funds,3,0.9,8,9,5,0,True,0,1
767.35,netbanking,bank_outage,1,0.8,17,11,9,0,False,0,1
3268.27,card,bank_outage,1,0.7,26,16,9,3,True,1,1
2225.77,upi,insufficient_funds,3,0.1,10,19,3,0,False,0,0
1861.63,card,network_timeout,1,0.9,28,9,4,0,False,1,1
4827.11,card,insufficient_funds,1,1.5,15,16,4,1,True,0,1
7839.17,subscription_mandate,insufficient_funds,1,0.8,28,13,17,1,True,1,1
1432.84,card,network_timeout,3,0.9,3,16,7,0,True,1,1
11139.4,upi,bank_outage,1,1.6,19,0,8,1,False,0,1
672.85,upi,bank_outage,3,1.7,24,19,4,2,False,0,1
4151.54,upi,bank_outage,1,3.2,12,12,8,1,True,0,1
1094.86,upi,bank_outage,1,2.4,20,18,6,0,False,0,0
1369.78,subscription_mandate,authentication_failed,1,1.9,16,11,2,1,False,1,1
2576.2,upi,bank_outage,1,7.1,14,21,4,2,True,1,1
1704.56,upi,card_expired,1,1.3,28,16,4,0,False,1,1
185.5,upi,network_timeout,1,12.0,5,20,8,1,True,0,1
4231.55,upi,insufficient_funds,1,3.2,22,12,6,1,False,1,1
4923.55,card,network_timeout,1,2.4,1,10,29,0,True,0,1
2111.27,upi,insufficient_funds,1,0.4,26,12,4,0,True,1,1
1967.12,card,card_expired,4,1.1,14,8,2,4,False,1,0
1744.81,upi,network_timeout,1,6.2,3,10,3,2,False,0,1
523.05,subscription_mandate,bank_outage,5,1.1,8,11,9,0,True,1,0
475.54,subscription_mandate,insufficient_funds,2,1.1,17,11,2,0,False,1,1
5030.47,netbanking,card_expired,2,2.8,19,4,0,0,False,0,0
6362.84,upi,network_timeout,2,1.3,26,9,4,1,False,0,1
4176.16,upi,high_risk_fraud,1,4.5,27,15,8,1,True,0,0
3433.48,card,card_expired,2,0.9,17,20,2,0,False,0,0
4936.68,upi,insufficient_funds,2,0.6,6,9,12,1,False,0,0
4649.43,card,card_expired,2,1.3,10,9,12,2,True,1,0
1203.95,card,card_expired,3,1.7,22,17,11,2,True,0,1
2981.6,subscription_mandate,insufficient_funds,1,4.5,11,15,11,2,True,1,1
1869.7,netbanking,authentication_failed,4,1.4,15,19,1,0,False,1,0
1892.06,upi,card_expired,3,0.5,3,8,7,1,True,0,1
6810.25,card,card_expired,3,3.6,21,20,10,1,True,0,0
10068.78,upi,card_expired,2,0.6,28,10,16,1,True,0,0
295.39,card,insufficient_funds,2,10.8,30,10,8,0,True,0,1
1939.98,netbanking,card_expired,2,5.6,22,12,12,1,True,0,1
1850.68,subscription_mandate,card_expired,1,7.9,3,21,13,0,True,1,1
6941.86,card,insufficient_funds,3,6.4,28,7,5,1,True,0,1
661.6,card,bank_outage,1,2.1,15,15,2,0,False,0,1
165.57,card,card_expired,3,1.9,6,19,7,1,False,0,0
5109.42,card,bank_outage,1,2.0,2,21,16,2,True,1,1
5805.96,card,authentication_failed,1,0.2,8,18,7,0,False,0,1
490.0,card,card_expired,1,0.5,3,6,4,0,True,0,1
2182.09,card,card_expired,2,1.0,17,18,4,0,True,0,0
9673.67,card,authentication_failed,1,3.8,21,18,8,0,True,1,1
924.97,card,card_expired,2,0.3,3,21,5,2,True,0,0
2672.97,upi,card_expired,1,2.2,22,9,10,0,False,0,1
3855.15,card,network_timeout,2,2.7,20,13,2,0,False,1,0
675.28,netbanking,bank_outage,1,2.8,25,12,1,1,False,1,1
1469.3,card,authentication_failed,1,2.9,11,16,4,3,True,0,1
532.85,card,card_expired,1,4.5,3,9,8,0,False,0,1
2104.69,card,card_expired,1,0.9,6,4,10,0,False,1,1
1197.64,upi,insufficient_funds,2,0.0,8,11,2,1,False,0,1
2942.21,card,insufficient_funds,1,2.4,11,17,9,0,True,0,1
4321.43,upi,card_expired,2,4.4,15,15,7,1,True,1,1
8516.54,card,insufficient_funds,2,0.5,30,10,7,0,False,1,1
19911.5,subscription_mandate,card_expired,1,0.6,21,15,2,0,False,1,0
2942.25,card,insufficient_funds,3,7.0,19,14,9,1,True,0,0
1835.53,card,insufficient_funds,2,5.2,27,11,10,0,False,0,1
1742.02,netbanking,card_expired,1,3.1,20,2,12,0,True,0,1
1024.15,card,bank_outage,1,2.7,5,13,11,1,False,0,1
3653.13,card,insufficient_funds,1,3.4,24,1,6,0,False,0,1
1563.39,netbanking,network_timeout,1,4.6,19,17,8,0,True,0,1
3890.32,card,insufficient_funds,1,0.9,26,9,6,1,False,1,1
1053.92,card,insufficient_funds,1,2.4,22,11,5,0,False,0,0
1604.44,card,authentication_failed,1,0.1,19,8,9,0,True,1,1
3601.54,card,authentication_failed,1,0.4,3,14,4,0,True,0,1
2181.1,subscription_mandate,card_expired,1,0.1,15,8,8,1,False,1,0
433.42,upi,card_expired,2,0.8,8,12,3,2,False,0,0
2407.46,upi,authentication_failed,1,9.4,4,16,3,2,False,0,1
1186.07,card,card_expired,1,1.5,22,21,4,4,False,0,0
7067.67,upi,insufficient_funds,1,1.0,25,13,5,1,True,0,1
5848.85,upi,insufficient_funds,1,0.6,3,10,8,1,True,1,1
312.74,card,insufficient_funds,1,0.9,8,16,4,0,True,0,1
5020.82,subscription_mandate,network_timeout,2,0.9,26,11,1,1,False,1,1
3464.66,upi,bank_outage,1,1.8,5,10,9,1,True,0,1
641.85,upi,insufficient_funds,2,0.3,22,15,12,1,True,0,1
5380.26,card,insufficient_funds,1,2.9,29,6,7,0,True,0,0
771.32,card,insufficient_funds,1,6.9,29,12,7,4,True,1,1
6842.03,upi,network_timeout,1,1.1,21,11,4,1,True,1,1
1364.35,upi,authentication_failed,2,2.3,31,9,13,1,False,0,1
622.51,card,card_expired,2,4.5,19,15,22,1,True,0,1
16459.75,card,network_timeout,2,1.5,28,18,1,1,False,1,1
606.86,netbanking,insufficient_funds,1,5.1,22,11,26,2,True,0,1
1181.55,card,bank_outage,3,3.4,12,11,8,2,True,1,1
1409.61,card,card_expired,3,2.7,11,11,5,0,False,0,0
1619.54,upi,insufficient_funds,1,4.7,23,14,7,0,False,0,0
4577.48,card,card_expired,3,2.0,28,18,6,2,False,0,0
2571.18,card,network_timeout,1,2.4,11,8,9,2,True,0,1
6026.2,card,insufficient_funds,4,2.8,16,1,7,1,False,0,0
3410.88,subscription_mandate,card_expired,3,0.3,8,17,4,0,True,1,0
541.48,card,authentication_failed,1,2.5,17,11,9,0,True,0,1
4003.29,upi,network_timeout,1,2.1,6,13,25,2,True,0,1
3012.2,subscription_mandate,card_expired,2,6.2,11,16,4,1,True,1,0
1391.08,upi,insufficient_funds,1,1.7,3,23,11,0,True,0,1
15777.7,upi,network_timeout,2,3.4,31,18,6,0,True,0,1
4219.67,upi,insufficient_funds,1,0.2,15,11,1,1,False,0,1
5696.2,card,insufficient_funds,1,2.7,16,9,11,0,False,0,1
5877.67,upi,insufficient_funds,1,1.8,11,14,7,2,True,0,1
1672.29,subscription_mandate,card_expired,2,1.6,2,13,11,2,False,1,1
4315.84,upi,bank_outage,2,2.1,16,8,6,1,True,0,1
3243.55,card,network_timeout,2,2.5,28,12,11,2,True,0,1
1478.34,card,card_expired,2,6.0,13,21,7,1,False,0,0
812.87,subscription_mandate,high_risk_fraud,2,5.8,13,14,2,0,False,1,0
2494.41,card,bank_outage,1,2.6,17,23,4,1,True,0,1
4139.11,netbanking,bank_outage,1,0.2,19,9,3,1,False,0,1
2476.54,card,insufficient_funds,1,5.7,20,14,17,0,True,0,1
2071.28,upi,insufficient_funds,1,0.3,9,7,8,2,True,0,1
2501.44,netbanking,bank_outage,1,9.0,7,17,4,0,True,1,1
1885.07,upi,network_timeout,2,0.0,2,10,17,0,True,0,1
9841.74,card,insufficient_funds,1,0.2,2,21,5,0,False,0,1
3112.61,netbanking,card_expired,1,0.2,3,2,6,2,False,1,0
1575.27,card,card_expired,2,0.1,28,14,8,0,False,0,1
479.52,card,card_expired,2,0.6,9,17,4,1,True,0,1
2043.69,upi,insufficient_funds,1,1.3,25,12,3,0,False,0,1
1452.23,card,insufficient_funds,2,1.2,26,21,2,0,False,1,1
1404.5,upi,insufficient_funds,3,0.3,29,10,12,1,True,0,1
5700.73,card,authentication_failed,1,1.8,31,2,12,1,False,0,1
2622.18,card,network_timeout,3,5.4,15,16,10,1,False,1,1
536.89,subscription_mandate,insufficient_funds,1,0.1,4,13,12,1,False,1,1
4259.68,card,insufficient_funds,1,2.9,26,15,6,0,True,0,1
587.67,upi,card_expired,2,1.0,20,14,6,0,False,0,0
4555.03,upi,insufficient_funds,2,2.2,15,17,2,3,False,0,1
1591.5,subscription_mandate,network_timeout,2,0.4,30,13,3,0,False,1,1
2639.16,upi,card_expired,1,4.7,15,6,11,1,False,0,1
2386.5,netbanking,authentication_failed,1,2.1,10,6,20,0,True,0,1
2135.99,card,insufficient_funds,1,0.8,11,3,13,0,True,0,1
2947.08,card,high_risk_fraud,1,5.6,29,21,4,1,False,0,0
2627.26,subscription_mandate,network_timeout,1,0.8,14,21,7,0,True,1,1
13131.33,subscription_mandate,network_timeout,3,4.5,15,12,8,0,True,1,1
2985.59,upi,authentication_failed,1,3.1,24,16,12,2,True,1,1
3048.69,upi,card_expired,2,2.3,11,5,15,2,True,0,1
1288.75,upi,insufficient_funds,2,5.9,4,17,5,2,True,0,0
3438.55,card,card_expired,2,5.9,26,12,9,3,False,1,0
971.43,subscription_mandate,network_timeout,5,6.9,22,13,7,1,False,1,1
6871.34,netbanking,authentication_failed,2,1.2,4,7,11,2,False,0,1
641.68,upi,card_expired,1,1.4,6,12,2,3,False,0,1
1142.2,card,network_timeout,2,1.4,16,9,4,0,True,0,1
563.28,card,insufficient_funds,5,5.1,10,0,6,0,True,0,0
3560.58,card,insufficient_funds,1,6.2,7,12,14,2,False,0,1
1666.55,upi,bank_outage,1,2.8,29,8,9,1,True,0,1
4524.83,upi,card_expired,1,2.0,15,9,0,2,False,0,0
1014.31,card,insufficient_funds,1,2.8,1,11,5,0,False,1,1
3937.6,upi,network_timeout,3,1.2,17,12,1,1,False,0,0
4112.77,subscription_mandate,card_expired,2,4.2,10,10,4,3,True,1,0
2953.12,card,card_expired,1,4.8,20,21,18,3,False,0,0
2509.37,upi,insufficient_funds,1,5.2,6,20,8,0,False,0,0
2761.36,upi,insufficient_funds,1,1.0,5,10,7,1,False,1,1
1075.32,card,bank_outage,3,6.5,5,12,3,1,False,0,1
927.28,upi,authentication_failed,1,3.3,25,15,16,1,True,0,1
3981.78,upi,insufficient_funds,2,2.7,27,9,26,3,True,1,1
1751.41,card,network_timeout,2,0.9,29,15,11,4,False,0,1
3670.39,card,network_timeout,1,0.1,7,12,16,3,True,0,1
9856.53,netbanking,network_timeout,1,1.3,28,3,6,1,True,0,1
1617.37,card,bank_outage,2,2.6,5,10,7,0,True,0,1
1422.14,upi,card_expired,1,0.7,18,9,6,0,True,1,1
1822.83,upi,network_timeout,1,3.4,9,18,7,1,False,0,1
2527.72,netbanking,card_expired,1,2.7,21,13,5,3,True,1,1
4241.72,upi,insufficient_funds,1,1.4,11,9,16,1,True,1,1
2379.04,netbanking,card_expired,1,2.7,29,14,3,2,False,1,1
15846.32,upi,card_expired,1,5.3,17,12,15,0,False,0,0
3564.45,card,card_expired,1,1.5,4,12,3,1,False,0,1
4928.26,card,authentication_failed,1,0.9,14,9,7,2,False,0,1
2360.96,card,card_expired,2,3.0,22,15,7,1,False,1,1
6067.17,card,insufficient_funds,1,0.2,18,18,10,0,False,0,0
2028.91,card,high_risk_fraud,1,2.3,18,13,3,1,False,1,0
1366.76,card,insufficient_funds,2,3.0,15,8,7,2,True,0,1
5512.7,card,insufficient_funds,1,3.4,23,10,10,1,True,0,1
2317.95,card,network_timeout,3,5.6,25,11,3,1,False,0,0
3043.42,card,high_risk_fraud,2,6.3,7,19,3,0,False,1,0
5905.83,upi,bank_outage,1,1.9,27,15,8,0,False,1,1
2765.8,upi,card_expired,1,1.8,10,20,2,1,False,0,1
2133.84,netbanking,card_expired,4,0.6,3,11,25,0,True,0,1
1507.4,upi,network_timeout,1,1.2,29,19,4,0,False,0,1
6345.57,netbanking,authentication_failed,1,2.1,2,18,4,2,True,1,0
1794.44,upi,insufficient_funds,1,1.1,3,21,4,0,True,0,1
2330.9,card,authentication_failed,3,0.2,20,10,2,1,False,1,1
3159.65,subscription_mandate,bank_outage,1,0.8,29,21,9,0,True,1,1
3147.95,card,insufficient_funds,3,2.3,13,16,5,0,True,0,0
6077.38,upi,insufficient_funds,1,0.6,23,17,2,0,False,0,1
2291.96,upi,insufficient_funds,1,3.4,24,9,15,0,True,0,1
8423.21,card,authentication_failed,1,3.0,8,9,12,1,True,0,0
1951.04,upi,card_expired,1,0.8,29,23,6,0,False,1,1
3407.33,card,network_timeout,1,0.0,22,18,15,0,True,0,1
2068.55,card,insufficient_funds,2,1.7,24,19,13,0,True,0,1
16055.81,card,network_timeout,2,0.5,28,10,9,2,True,1,0
1780.1,card,card_expired,1,4.6,1,13,6,1,False,0,0
1931.05,card,authentication_failed,1,2.4,7,14,10,1,True,0,1
2706.11,upi,card_expired,2,0.7,1,10,2,2,False,0,0
1919.66,upi,network_timeout,1,4.3,22,8,3,0,False,0,1
3239.06,upi,bank_outage,2,2.2,19,9,6,1,False,0,1
7377.42,upi,card_expired,1,6.7,30,11,5,1,True,0,1
2786.59,card,authentication_failed,3,0.8,18,12,1,0,False,0,1
2880.86,card,card_expired,1,0.5,8,1,15,1,False,1,0
1985.78,upi,authentication_failed,1,0.0,23,13,2,0,False,0,1
1549.11,subscription_mandate,insufficient_funds,1,2.0,29,14,9,0,True,1,1
2662.12,card,bank_outage,1,3.2,4,13,1,1,False,0,1
2457.35,card,authentication_failed,1,0.5,5,15,2,1,False,1,0
7015.91,upi,authentication_failed,1,2.3,6,7,3,1,False,0,1
1029.5,subscription_mandate,card_expired,1,0.9,23,19,2,1,False,1,1
9036.99,card,card_expired,1,1.4,13,10,2,0,False,0,1
2138.51,card,network_timeout,1,4.2,2,12,9,0,True,0,1
2789.68,card,insufficient_funds,3,0.6,29,19,13,0,True,0,0
936.03,upi,authentication_failed,3,0.4,17,17,11,0,True,0,0
4047.05,subscription_mandate,insufficient_funds,1,3.1,7,17,13,0,True,1,1
1028.21,upi,insufficient_funds,1,0.1,2,18,9,0,False,0,1
3415.4,card,network_timeout,1,2.0,18,21,3,1,False,0,0
3127.94,upi,card_expired,3,14.0,31,4,0,1,False,1,0
1820.64,netbanking,card_expired,2,3.5,9,23,8,2,False,0,0
380.41,upi,insufficient_funds,2,1.1,27,20,0,0,False,0,0
17061.2,netbanking,high_risk_fraud,2,1.1,8,8,10,3,True,0,0
945.04,card,bank_outage,2,0.1,27,10,14,0,True,0,1
3119.64,card,high_risk_fraud,1,2.4,21,16,10,0,True,0,0
1265.44,upi,insufficient_funds,1,6.7,29,19,21,0,True,1,1
6267.94,upi,card_expired,2,2.4,17,14,2,1,False,0,0
1734.48,subscription_mandate,insufficient_funds,1,0.7,23,13,9,1,False,1,1
1240.44,upi,card_expired,1,1.4,6,8,11,0,True,0,0
4169.87,card,insufficient_funds,2,0.2,9,17,7,1,False,0,0
776.84,card,insufficient_funds,2,2.5,29,13,8,1,True,1,1
1682.52,upi,card_expired,1,1.8,31,8,11,0,True,0,1
4542.44,card,network_timeout,1,0.7,21,20,16,2,True,0,1
9472.6,upi,card_expired,1,0.6,11,10,4,3,True,0,1
1026.42,card,card_expired,1,0.5,14,14,13,1,True,0,1
1407.54,card,card_expired,1,1.0,27,18,14,1,True,0,0
3350.7,upi,card_expired,2,0.7,24,16,0,2,False,0,1
404.37,card,network_timeout,1,2.1,24,10,5,0,True,0,1
8282.18,upi,network_timeout,2,1.4,18,23,10,0,False,1,1
992.72,upi,network_timeout,1,8.4,20,7,9,1,False,0,1
1646.37,upi,insufficient_funds,1,1.2,25,18,2,1,False,1,1
3086.4,upi,card_expired,1,2.6,21,13,3,1,False,0,1
2555.78,upi,network_timeout,2,11.6,27,6,10,0,True,1,1
1025.31,netbanking,authentication_failed,4,5.5,1,10,8,0,True,1,0
11490.93,card,card_expired,1,1.2,5,7,4,0,True,0,1
240.42,card,card_expired,1,0.3,18,9,2,1,False,0,1
889.09,upi,network_timeout,1,3.0,21,19,4,0,False,0,1
1375.95,upi,high_risk_fraud,1,4.9,3,10,11,3,False,1,0
1038.22,upi,card_expired,1,1.7,9,15,2,2,False,1,0
7314.38,upi,insufficient_funds,1,1.5,31,9,7,1,False,0,1
548.67,upi,network_timeout,3,0.5,27,10,9,1,True,0,1
9914.13,card,network_timeout,2,5.9,7,11,4,3,False,0,0
1900.13,upi,insufficient_funds,3,5.2,3,21,21,0,True,0,1
717.05,card,insufficient_funds,2,2.5,27,9,2,1,False,0,1
368.41,card,bank_outage,2,0.1,19,16,4,0,True,0,1
2010.99,upi,network_timeout,1,0.9,25,11,7,1,True,0,1
