amount,payment_method,failure_reason,attempt_count,days_since_failure,day_of_month,hour_of_day,previous_successes,previous_failures,previous_recovery_success,is_subscription,recovery_succeeded
681.01,card,card_expired,1,0.1,3,15,10,2,False,0,1
2810.77,card,insufficient_funds,1,1.7,5,14,2,1,False,0,1
537.0,upi,insufficient_funds,1,5.8,7,18,12,2,True,0,1
13406.2,card,card_expired,1,1.7,16,17,8,0,False,1,0
2632.64,card,authentication_failed,2,5.2,15,19,7,2,True,1,1
1205.84,upi,card_expired,2,2.0,11,6,6,0,True,0,0
1296.14,card,insufficient_funds,2,3.1,17,19,8,0,True,0,1
4698.4,upi,bank_outage,3,1.2,26,7,5,0,True,0,1
1651.81,upi,authentication_failed,2,1.0,1,1,16,1,True,0,1
1773.42,subscription_mandate,authentication_failed,5,1.8,26,13,6,2,False,1,0
1847.87,card,card_expired,3,3.2,10,12,2,0,False,1,0
2364.24,card,high_risk_fraud,1,2.9,26,18,0,1,False,0,0
517.71,upi,card_expired,2,2.3,18,9,4,1,False,0,0
1922.69,upi,network_timeout,3,1.5,24,17,0,0,False,0,1
4036.75,card,authentication_failed,1,1.7,23,19,5,0,True,0,1
2768.42,card,authentication_failed,2,0.7,30,15,6,1,True,0,1
2180.49,card,insufficient_funds,2,1.5,11,12,2,1,False,0,0
723.57,card,network_timeout,1,0.6,1,20,8,0,False,0,1
3722.8,upi,card_expired,1,5.9,31,15,3,0,False,0,0
2053.14,upi,insufficient_funds,3,6.6,28,18,2,1,False,0,1
3562.57,upi,card_expired,2,0.7,14,16,8,1,True,0,1
1994.63,subscription_mandate,network_timeout,1,0.2,18,14,10,0,True,1,1
2032.42,card,network_timeout,1,1.2,13,18,6,0,True,0,1
3669.41,upi,insufficient_funds,2,3.1,5,7,2,1,False,0,1
5361.66,subscription_mandate,insufficient_funds,1,2.1,18,18,3,1,False,1,1
4139.48,card,network_timeout,1,0.6,18,6,2,1,False,0,1
1533.11,upi,bank_outage,2,2.4,26,18,5,1,False,0,1
1434.7,card,network_timeout,1,0.3,29,16,12,3,True,0,1
1657.82,upi,card_expired,1,0.5,13,0,3,1,False,0,0
6012.14,card,network_timeout,1,0.7,7,23,2,2,False,0,1
1434.44,card,insufficient_funds,5,1.1,25,2,8,0,False,0,0
2190.1,card,card_expired,3,3.6,16,17,6,0,True,0,0
1903.11,upi,authentication_failed,1,3.0,14,16,2,0,False,0,1
3164.0,upi,insufficient_funds,2,0.1,4,13,7,1,True,0,1
599.67,card,insufficient_funds,1,4.4,12,18,8,1,True,0,1
2441.51,upi,insufficient_funds,3,2.9,28,16,6,1,True,1,1
679.15,upi,card_expired,1,1.9,26,8,1,1,False,1,1
2550.53,subscription_mandate,high_risk_fraud,2,0.4,18,19,6,1,True,1,0
8434.85,upi,bank_outage,2,2.6,3,16,8,0,True,1,1
3902.15,card,insufficient_funds,1,0.1,23,18,4,0,True,0,1
2307.38,upi,card_expired,1,1.0,28,12,8,2,True,0,1
6111.28,upi,card_expired,3,3.6,26,12,11,1,False,0,1
7097.27,upi,network_timeout,1,0.4,30,11,2,1,False,0,0
4442.56,card,insufficient_funds,4,2.7,20,15,6,0,True,0,1
972.3,card,high_risk_fraud,2,0.2,11,8,8,0,True,1,0
1177.71,upi,authentication_failed,1,0.5,7,19,5,0,True,0,0
732.48,card,bank_outage,1,1.9,15,14,3,0,False,1,1
4277.18,card,card_expired,1,4.7,31,8,6,2,False,1,1
1629.19,upi,bank_outage,1,0.8,28,0,11,2,True,0,1
5536.41,upi,insufficient_funds,2,1.7,25,22,4,0,False,0,1
4363.72,upi,insufficient_funds,1,2.4,30,20,12,0,True,1,1
894.23,subscription_mandate,bank_outage,1,0.3,10,15,7,0,True,1,1
1073.63,upi,bank_outage,4,3.4,31,15,9,0,True,0,1
3355.61,upi,insufficient_funds,1,1.3,31,18,15,1,True,0,1
2100.71,upi,insufficient_funds,3,1.6,8,14,6,2,False,0,0
783.35,card,card_expired,1,1.9,1,14,2,1,False,0,0
856.3,card,authentication_failed,2,0.8,27,20,7,3,True,0,1
2499.18,card,insufficient_funds,1,0.9,30,11,19,2,True,0,1
870.23,card,card_expired,1,0.5,17,11,0,0,False,0,0
1510.27,netbanking,insufficient_funds,2,4.1,5,16,7,0,True,1,1
1614.6,card,authentication_failed,2,0.7,25,11,5,0,True,0,0
610.42,upi,high_risk_fraud,1,0.8,10,11,10,4,False,1,0
1807.66,card,insufficient_funds,1,4.0,28,12,10,0,True,1,1
355.12,upi,network_timeout,2,1.0,1,14,14,0,True,0,1
4336.94,upi,insufficient_funds,1,3.0,20,21,16,0,True,1,0
42199.2,upi,bank_outage,1,1.5,27,12,4,1,True,0,1
1007.55,card,network_timeout,1,7.9,18,7,3,0,False,0,1
2650.52,upi,card_expired,1,4.9,11,14,2,1,False,0,1
1634.01,upi,authentication_failed,1,1.9,26,20,3,0,False,0,1
5626.34,card,network_timeout,4,5.4,1,14,5,1,False,0,0
2496.92,upi,insufficient_funds,1,0.8,16,18,4,1,True,0,0
1171.85,upi,insufficient_funds,1,1.0,10,16,5,2,False,1,0
2406.97,upi,bank_outage,1,5.6,16,11,7,1,True,0,1
3080.64,card,bank_outage,2,0.1,29,20,6,0,True,0,1
5397.77,upi,high_risk_fraud,1,0.0,21,3,6,1,True,0,0
1337.14,upi,card_expired,1,0.7,8,10,6,0,True,0,1
2753.25,card,insufficient_funds,3,3.7,26,21,8,0,False,0,0
3980.84,upi,authentication_failed,1,2.6,9,10,8,1,False,1,1
1561.68,card,insufficient_funds,3,1.3,30,13,3,0,False,0,1
3888.62,upi,insufficient_funds,1,1.8,15,17,4,2,True,0,0
7752.09,card,network_timeout,1,3.6,19,20,7,1,False,0,1
2136.99,netbanking,insufficient_funds,1,8.6,3,18,8,2,False,0,1
5805.43,netbanking,network_timeout,3,1.2,29,14,5,3,True,0,1
613.9,card,authentication_failed,2,3.7,27,11,1,1,False,0,1
16020.27,upi,authentication_failed,2,0.4,5,10,0,0,False,1,0
2499.35,card,insufficient_funds,1,2.0,8,20,5,0,True,1,1
4390.57,upi,insufficient_funds,3,1.3,5,4,9,1,True,0,1
2438.56,upi,network_timeout,1,5.8,21,12,6,1,True,1,1
1677.54,netbanking,insufficient_funds,1,0.2,3,12,4,1,True,0,1
907.85,card,bank_outage,1,1.1,2,9,9,1,False,0,1
2402.5,card,card_expired,1,0.1,11,11,5,0,False,0,1
2284.18,netbanking,insufficient_funds,2,2.0,19,12,4,0,True,0,1
227.05,upi,card_expired,1,0.7,3,15,14,1,False,1,1
3519.27,card,card_expired,1,1.8,10,8,1,0,False,0,1
5505.85,card,insufficient_funds,2,1.0,23,11,8,0,False,0,1
4153.81,upi,card_expired,3,4.4,29,13,3,1,False,0,1
2464.07,upi,bank_outage,1,3.8,28,12,5,1,False,0,0
1162.42,upi,insufficient_funds,1,10.9,19,12,5,2,False,0,1
1751.45,upi,card_expired,3,1.5,30,16,10,0,True,1,0
1164.52,upi,network_timeout,2,14.0,24,15,1,0,False,0,1
4792.02,card,authentication_failed,1,4.9,3,21,3,1,False,0,0
1035.12,upi,insufficient_funds,1,2.8,16,10,8,1,True,0,1
5035.69,card,card_expired,1,1.1,30,12,10,1,True,0,1
4929.92,card,card_expired,1,2.4,21,10,4,0,True,0,0
4497.66,card,insufficient_funds,2,3.1,22,9,20,0,True,0,1
651.83,netbanking,insufficient_funds,1,2.2,15,10,12,3,True,0,1
2377.27,card,insufficient_funds,1,3.4,25,16,4,0,False,0,1
9472.6,upi,card_expired,1,0.6,11,10,4,3,True,0,1
2371.81,card,authentication_failed,3,0.1,13,14,2,0,False,0,0
9393.86,card,card_expired,1,0.6,21,11,3,1,False,0,0
1949.38,upi,insufficient_funds,1,2.8,13,4,9,0,True,0,1
2558.06,upi,authentication_failed,1,0.3,26,13,5,1,True,0,1
1031.62,upi,card_expired,1,0.5,17,13,3,0,False,0,0
705.8,upi,card_expired,2,2.8,19,12,6,0,True,0,1
4231.08,card,network_timeout,1,1.1,13,11,9,1,True,0,1
2975.94,upi,insufficient_funds,2,0.4,19,17,9,1,True,0,1
3206.01,card,authentication_failed,3,1.4,22,10,4,0,True,0,1
7286.55,upi,card_expired,1,0.3,19,9,9,0,False,0,1
1667.23,upi,insufficient_funds,2,1.0,5,17,5,2,False,0,1
4102.44,card,authentication_failed,2,1.4,18,10,4,2,True,0,0
1990.42,upi,network_timeout,1,0.4,12,15,13,0,True,0,1
981.5,card,high_risk_fraud,1,4.9,1,10,7,0,True,0,0
3080.6,upi,authentication_failed,1,4.0,24,11,6,0,False,0,1
725.03,upi,authentication_failed,2,0.3,31,12,10,1,False,0,1
3454.78,card,bank_outage,1,0.1,21,6,2,0,False,0,0
12886.7,upi,insufficient_funds,1,1.2,11,15,14,0,True,0,1
6045.4,card,insufficient_funds,1,9.8,17,15,13,0,True,0,1
2081.99,upi,card_expired,2,0.2,28,20,4,0,False,0,1
2287.34,card,network_timeout,1,2.1,28,20,1,3,False,0,1
3069.14,upi,bank_outage,1,3.3,10,16,8,1,True,1,1
26340.64,upi,network_timeout,1,0.4,24,16,7,1,True,0,1
6299.87,subscription_mandate,high_risk_fraud,3,1.2,27,17,13,0,False,1,0
7061.59,upi,insufficient_funds,4,0.2,11,7,0,0,False,0,0
7382.69,upi,insufficient_funds,1,10.1,11,14,12,2,False,0,0
1714.21,upi,insufficient_funds,3,2.0,20,14,10,1,False,1,1
3713.61,card,insufficient_funds,2,4.7,15,17,11,1,True,1,1
9136.06,subscription_mandate,authentication_failed,1,6.0,26,15,6,2,True,1,1
4151.97,upi,insufficient_funds,3,0.3,10,11,9,0,False,1,1
1591.34,upi,card_expired,1,0.5,25,4,2,0,False,0,0
4170.03,card,insufficient_funds,3,3.8,14,17,2,3,False,0,0
2273.45,card,insufficient_funds,1,0.4,1,20,3,0,False,0,1
4242.73,card,high_risk_fraud,1,3.1,19,14,4,0,True,0,0
1049.01,card,card_expired,3,0.3,29,16,3,0,False,0,1
2506.98,card,card_expired,2,0.5,24,8,2,1,False,1,1
2144.69,subscription_mandate,insufficient_funds,3,1.5,9,7,1,0,False,1,0
1957.5,upi,card_expired,1,5.9,25,8,11,0,False,0,0
1034.52,upi,insufficient_funds,2,0.7,24,22,1,1,False,0,1
6878.23,upi,network_timeout,1,0.8,26,12,6,0,True,0,0
1924.11,card,insufficient_funds,1,0.3,3,10,13,2,False,0,1
6075.11,card,bank_outage,1,3.4,24,7,4,2,True,0,1
2984.24,card,card_expired,1,0.4,18,10,5,0,True,1,1
3090.51,subscription_mandate,card_expired,1,0.1,17,18,1,1,False,1,1
2090.61,upi,insufficient_funds,2,0.1,6,6,6,0,True,0,1
3455.76,upi,bank_outage,2,1.0,17,7,3,1,False,1,1
1556.66,upi,bank_outage,1,1.9,25,22,11,2,False,0,1
932.29,upi,network_timeout,3,0.2,15,20,6,0,True,0,1
3676.42,upi,network_timeout,1,0.1,5,11,5,2,True,0,1
1624.55,upi,bank_outage,2,2.4,7,0,10,0,True,0,1
5796.08,card,authentication_failed,1,1.8,5,14,18,0,False,0,0
7842.25,subscription_mandate,bank_outage,1,0.3,2,16,1,1,False,1,1
2142.5,card,insufficient_funds,3,6.7,22,6,2,1,False,1,0
6934.03,subscription_mandate,card_expired,2,3.4,19,10,11,2,False,1,0
1119.36,card,network_timeout,1,0.2,26,15,7,1,True,0,1
4071.75,card,network_timeout,1,0.5,19,20,9,0,True,0,1
1369.37,card,bank_outage,1,1.2,15,0,9,2,True,0,1
2001.01,card,network_timeout,1,0.6,11,18,6,0,False,0,1
4965.45,upi,insufficient_funds,1,1.1,31,18,4,2,True,0,1
564.48,upi,bank_outage,1,1.2,1,7,10,2,True,0,1
2188.17,card,network_timeout,1,0.0,3,10,1,1,False,1,1
1948.7,card,insufficient_funds,3,2.3,29,20,3,1,False,0,1
1695.93,card,high_risk_fraud,2,0.2,8,18,12,0,True,0,1
1668.06,upi,high_risk_fraud,1,6.8,10,9,3,0,False,0,0
3688.52,card,network_timeout,1,3.0,8,0,1,1,False,1,0
776.97,upi,bank_outage,1,3.5,5,15,10,0,True,0,1
987.1,upi,insufficient_funds,1,1.9,15,6,1,0,False,1,0
1211.15,upi,bank_outage,5,0.3,10,8,12,0,False,0,1
935.43,upi,insufficient_funds,2,1.0,23,11,3,0,False,0,1
2258.61,card,network_timeout,3,0.8,5,14,21,0,True,0,1
1236.88,card,insufficient_funds,3,0.4,23,12,7,1,True,0,1
747.75,subscription_mandate,authentication_failed,2,6.0,7,13,11,0,True,1,1
1455.99,upi,bank_outage,3,0.7,13,4,7,0,False,1,1
115.39,upi,bank_outage,3,0.2,28,14,11,1,True,1,1
4381.33,upi,authentication_failed,2,3.1,25,22,1,0,False,0,1
12345.09,card,network_timeout,1,0.6,19,18,1,4,False,1,1
23501.62,upi,high_risk_fraud,2,2.1,1,11,4,1,True,1,0
485.71,subscription_mandate,bank_outage,1,0.6,13,18,16,0,True,1,1
7927.67,subscription_mandate,card_expired,5,2.7,31,12,1,2,False,1,0
2266.89,card,insufficient_funds,2,1.1,7,15,7,2,True,0,1
1882.91,card,insufficient_funds,1,1.2,5,10,16,0,True,0,1
2612.22,card,insufficient_funds,2,2.7,3,14,17,1,False,0,1
740.3,netbanking,bank_outage,3,0.4,7,11,5,0,False,0,1
403.06,card,bank_outage,3,0.2,7,12,17,0,True,0,1
2859.87,card,insufficient_funds,1,0.8,2,17,15,0,True,0,1
1347.12,upi,network_timeout,1,5.2,13,8,6,0,True,0,1
1647.12,card,insufficient_funds,2,7.3,8,18,14,0,True,0,0
2795.86,subscription_mandate,insufficient_funds,2,0.4,19,12,0,1,False,1,1
2418.11,upi,insufficient_funds,1,0.4,16,13,5,2,True,0,1
2536.31,upi,high_risk_fraud,1,2.6,17,17,12,0,True,0,1
10562.77,card,authentication_failed,3,0.1,4,10,5,1,True,0,1
18279.92,card,insufficient_funds,1,0.6,15,3,10,1,True,0,1
7273.54,card,insufficient_funds,1,7.2,24,11,4,0,True,1,1
791.33,upi,bank_outage,1,1.9,21,13,1,0,False,0,1
1098.45,subscription_mandate,network_timeout,2,1.7,15,2,6,2,True,1,1
3825.36,subscription_mandate,bank_outage,2,3.0,18,12,3,1,False,1,1
1263.22,netbanking,bank_outage,1,2.1,26,14,1,0,False,0,1
1668.38,upi,insufficient_funds,1,1.0,8,10,2,1,False,0,0
3067.41,card,insufficient_funds,2,0.5,18,9,13,3,True,0,0
1413.16,card,bank_outage,2,0.2,25,11,6,0,True,0,1
4847.35,card,insufficient_funds,1,0.5,15,10,13,2,False,0,1
2628.52,card,bank_outage,1,2.9,29,10,14,0,False,0,1
5492.49,netbanking,authentication_failed,1,0.5,20,14,6,1,True,0,1
908.52,upi,card_expired,2,1.2,5,8,7,2,True,0,1
1092.36,subscription_mandate,insufficient_funds,2,8.3,20,7,2,1,False,1,1
5411.13,upi,insufficient_funds,1,0.3,18,9,8,3,False,0,1
2628.44,card,insufficient_funds,1,2.5,20,11,5,0,True,0,1
1967.78,subscription_mandate,card_expired,4,3.4,31,21,8,4,True,1,0
2214.98,subscription_mandate,network_timeout,1,2.3,6,13,7,0,False,1,1
2800.37,card,insufficient_funds,2,2.5,29,2,1,0,False,0,1
3645.44,upi,insufficient_funds,1,1.0,17,18,2,1,False,0,1
3261.64,card,insufficient_funds,2,0.2,28,0,3,0,False,0,1
1969.61,upi,insufficient_funds,1,4.5,27,13,7,2,True,0,1
224.98,subscription_mandate,insufficient_funds,1,3.2,25,11,6,3,True,1,1
12030.63,upi,insufficient_funds,1,6.8,5,10,3,0,False,1,1
504.92,card,insufficient_funds,2,2.1,31,8,11,2,True,0,1
1676.37,card,insufficient_funds,1,1.8,27,19,8,0,True,0,1
683.1,upi,bank_outage,1,2.3,24,12,6,1,False,0,1
1609.7,upi,bank_outage,1,0.2,17,18,1,0,False,0,1
9605.17,upi,network_timeout,1,0.5,16,22,8,1,True,0,1
4449.03,subscription_mandate,bank_outage,1,0.3,27,17,3,1,False,1,1
1363.47,card,network_timeout,4,1.1,25,22,6,0,True,0,1
1013.81,card,insufficient_funds,2,0.1,12,13,14,0,False,0,1
529.71,subscription_mandate,high_risk_fraud,1,0.2,2,11,8,0,False,1,1
3269.01,upi,insufficient_funds,3,0.2,9,16,10,1,True,0,1
1314.61,upi,authentication_failed,1,1.4,13,19,13,1,True,1,1
846.51,upi,insufficient_funds,2,6.9,21,12,2,1,False,0,0
3308.44,card,authentication_failed,2,1.3,9,8,14,0,False,0,1
1822.12,card,high_risk_fraud,2,2.1,9,12,2,1,False,0,0
1722.51,card,high_risk_fraud,1,5.3,18,9,2,1,False,0,0
1241.38,card,insufficient_funds,2,5.6,29,20,7,0,True,0,1
5497.78,card,network_timeout,4,2.5,17,10,11,0,True,0,1
1315.24,card,card_expired,1,1.9,27,19,2,1,False,0,0
1497.62,card,network_timeout,1,4.1,8,17,8,1,False,0,1
9228.82,card,insufficient_funds,1,0.1,19,14,5,1,True,0,1
13419.81,card,authentication_failed,3,1.7,24,19,12,0,False,0,1
1002.26,card,insufficient_funds,3,3.4,8,10,8,0,False,0,1
2778.09,card,insufficient_funds,1,2.7,1,21,4,0,True,0,1
1866.2,card,insufficient_funds,1,1.3,31,8,7,2,True,0,1
6636.59,netbanking,card_expired,3,3.5,22,16,6,1,False,1,0
509.02,upi,card_expired,2,4.5,8,21,2,1,False,0,0
1812.47,card,card_expired,1,1.2,19,7,2,3,False,0,0
1785.13,card,network_timeout,1,1.8,16,19,11,1,False,0,1
1185.96,upi,high_risk_fraud,1,2.7,31,9,12,2,True,0,0
1573.89,card,insufficient_funds,1,0.1,26,17,2,2,False,0,1
3284.07,subscription_mandate,bank_outage,1,0.3,22,16,5,2,False,1,1
9160.97,upi,insufficient_funds,1,3.2,2,15,4,0,True,0,1
4595.6,card,card_expired,4,8.2,7,9,11,1,False,0,0
2135.99,card,insufficient_funds,1,0.8,11,3,13,0,True,0,1
6586.02,subscription_mandate,insufficient_funds,2,0.6,6,14,6,3,True,1,0
6092.01,upi,bank_outage,2,1.2,2,16,7,0,False,0,1
5908.64,card,card_expired,2,1.4,15,10,7,1,False,0,0
1968.21,subscription_mandate,card_expired,1,0.5,23,14,3,0,False,1,1
1456.55,upi,insufficient_funds,4,2.9,23,3,2,1,False,0,0
9573.33,card,authentication_failed,1,0.7,5,10,5,2,True,1,1
6636.44,card,network_timeout,2,0.6,7,8,3,1,False,0,0
1513.24,card,card_expired,2,0.4,22,13,4,2,False,0,1
2077.88,card,insufficient_funds,4,1.8,17,21,4,0,True,0,0
2108.01,upi,network_timeout,1,0.1,22,17,4,0,False,0,1
558.17,card,bank_outage,2,3.4,6,18,2,0,False,0,1
3066.44,card,card_expired,1,5.8,29,11,12,0,False,1,0
3622.69,card,card_expired,2,3.8,10,19,4,3,True,0,0
3426.99,card,insufficient_funds,3,3.7,4,4,1,1,False,0,0
2931.54,upi,insufficient_funds,3,1.4,2,11,2,1,False,0,0
1474.58,netbanking,network_timeout,1,3.8,24,18,4,2,True,1,1
2934.42,upi,network_timeout,1,3.0,31,10,6,0,True,0,1
7697.84,upi,card_expired,4,1.2,25,18,4,1,True,0,0
545.37,netbanking,bank_outage,3,2.3,13,11,6,3,True,0,0
974.37,card,card_expired,5,2.9,3,18,8,0,False,0,0
628.67,subscription_mandate,network_timeout,1,2.6,26,18,4,1,True,1,1
2371.77,upi,insufficient_funds,2,3.0,18,14,2,0,False,0,0
788.05,card,insufficient_funds,1,0.3,29,11,3,1,False,1,1
676.34,upi,high_risk_fraud,2,0.1,9,18,6,2,True,1,0
1184.8,card,bank_outage,1,2.0,1,23,7,2,False,1,1
850.81,upi,network_timeout,2,0.8,9,18,12,0,True,0,1
2729.2,card,insufficient_funds,1,0.2,6,4,9,1,True,0,1
2411.74,upi,insufficient_funds,1,1.7,15,17,3,0,False,0,1
465.2,card,network_timeout,4,0.4,30,19,2,0,False,0,1
7279.62,card,insufficient_funds,3,2.1,24,11,7,1,True,0,0
10918.3,card,card_expired,1,0.4,17,10,3,0,False,1,0
746.5,upi,insufficient_funds,1,0.4,30,8,9,1,False,1,1
3268.84,netbanking,insufficient_funds,1,4.0,27,19,5,0,True,0,1
570.83,netbanking,high_risk_fraud,2,4.0,5,4,3,2,False,0,0
3449.38,upi,insufficient_funds,1,5.2,25,10,12,2,True,0,1
3322.91,card,high_risk_fraud,2,0.0,27,8,4,0,False,0,0
1228.75,card,insufficient_funds,1,7.3,18,16,11,0,True,1,1
6165.1,card,insufficient_funds,1,2.6,24,11,2,0,False,0,0
1198.77,card,authentication_failed,1,4.9,26,2,6,0,True,1,1
6224.75,netbanking,bank_outage,2,0.8,25,12,10,2,True,0,1
11309.9,card,authentication_failed,3,1.9,26,11,5,1,True,1,1
4739.5,upi,network_timeout,1,1.6,12,20,7,0,True,0,1
513.42,card,card_expired,1,3.9,6,11,2,0,False,0,0
2125.77,subscription_mandate,card_expired,2,2.6,30,16,2,2,False,1,1
3888.66,subscription_mandate,insufficient_funds,3,3.7,27,17,28,1,False,1,1
3417.9,card,high_risk_fraud,2,1.7,26,18,15,2,False,0,0
2524.28,upi,network_timeout,1,4.2,24,11,9,0,False,0,1
2221.99,upi,card_expired,1,0.3,22,12,6,2,True,0,0
1440.06,upi,bank_outage,2,0.8,25,17,6,2,True,0,1
3875.94,subscription_mandate,high_risk_fraud,1,0.3,23,20,4,1,True,1,0
4937.38,card,network_timeout,2,0.7,22,12,3,1,False,0,1
3072.94,upi,high_risk_fraud,1,0.3,7,7,0,0,False,0,0
12187.12,upi,network_timeout,3,1.0,2,18,5,1,True,0,1
869.91,upi,bank_outage,1,0.8,21,15,5,1,True,0,1
1442.94,upi,network_timeout,1,0.7,18,10,9,0,True,0,1
1853.37,upi,network_timeout,1,0.0,18,14,0,0,False,0,1
2891.33,card,insufficient_funds,2,6.0,23,17,3,2,False,0,1
3776.49,upi,network_timeout,4,7.3,18,22,2,1,False,0,0
3063.51,upi,insufficient_funds,2,0.3,11,8,3,0,False,1,1
1754.59,upi,insufficient_funds,3,8.8,18,16,10,1,False,0,1
203.29,card,authentication_failed,1,3.6,22,9,2,1,False,0,0
269.69,upi,card_expired,2,3.9,30,18,7,1,False,0,0
4381.61,card,bank_outage,1,1.0,14,10,16,2,False,1,1
671.61,subscription_mandate,insufficient_funds,5,0.6,17,18,3,0,False,1,1
266.21,subscription_mandate,high_risk_fraud,2,11.5,3,9,1,0,False,1,0
2680.88,card,network_timeout,1,0.3,3,15,5,0,True,1,1
236.74,netbanking,authentication_failed,1,1.0,14,17,15,0,False,0,1
887.83,upi,network_timeout,4,6.9,14,14,9,0,True,0,1
412.57,subscription_mandate,card_expired,4,8.1,13,15,2,1,False,1,0
327.54,upi,bank_outage,3,0.9,17,13,16,0,True,0,1
2333.62,upi,bank_outage,1,1.4,27,19,0,0,False,0,1
1992.1,upi,card_expired,1,1.1,16,14,7,3,False,0,0
2051.03,upi,authentication_failed,4,1.7,2,10,3,3,False,0,0
1065.37,subscription_mandate,card_expired,4,5.3,11,14,4,2,False,1,0
9464.25,card,card_expired,1,2.7,22,6,7,0,False,0,0
2427.24,card,insufficient_funds,3,6.8,5,12,5,2,True,1,1
1288.85,card,card_expired,1,1.2,24,18,5,0,True,1,1
1729.37,upi,high_risk_fraud,3,0.0,11,20,9,0,True,1,0
690.13,upi,network_timeout,1,7.4,12,10,3,0,False,0,1
2337.87,card,insufficient_funds,4,3.0,11,17,12,1,True,0,0
9169.93,upi,card_expired,3,2.9,21,11,3,1,False,0,0
395.19,card,bank_outage,2,1.8,6,13,6,1,False,1,1
5668.98,upi,authentication_failed,1,2.6,8,5,7,0,False,0,1
1439.32,upi,insufficient_funds,3,1.2,4,9,2,0,False,0,1
3866.18,upi,bank_outage,2,3.0,20,15,2,0,False,1,1
1790.06,upi,network_timeout,2,10.6,24,12,5,2,False,0,1
789.8,upi,card_expired,3,0.1,5,7,7,1,True,0,0
3437.0,subscription_mandate,insufficient_funds,1,7.5,19,18,8,0,True,1,0
2407.88,card,card_expired,1,0.7,18,12,14,1,False,1,1
2880.0,card,insufficient_funds,1,6.1,28,12,12,0,False,0,1
665.31,upi,insufficient_funds,1,0.2,5,17,7,1,True,0,1
150000.0,card,authentication_failed,2,0.1,23,10,13,0,True,1,1
1193.84,netbanking,insufficient_funds,4,0.7,20,12,8,1,True,1,1
1344.1,subscription_mandate,card_expired,2,0.8,14,11,11,0,False,1,0
1166.04,upi,card_expired,1,3.9,28,11,0,2,False,0,0
2158.96,netbanking,bank_outage,2,1.2,14,13,7,1,True,1,1
649.92,upi,insufficient_funds,1,2.7,12,16,7,1,True,0,1
3441.16,subscription_mandate,authentication_failed,5,2.7,9,4,14,0,False,1,0
1457.79,upi,card_expired,1,1.1,24,14,5,2,False,0,0
5456.15,card,authentication_failed,1,6.6,3,20,7,0,True,1,1
1607.52,upi,insufficient_funds,1,1.0,27,13,19,1,True,0,1
1133.48,card,authentication_failed,1,1.5,29,13,23,0,False,0,1
2375.33,upi,card_expired,3,1.9,23,16,7,0,True,1,0
4227.37,card,card_expired,4,2.2,10,14,2,0,False,1,0
2475.16,subscription_mandate,high_risk_fraud,1,1.1,18,21,2,1,False,1,0
2388.9,netbanking,card_expired,2,1.2,9,19,12,4,False,0,0
3136.04,netbanking,network_timeout,1,3.7,27,10,10,0,True,1,1
3720.51,card,card_expired,1,5.0,3,18,2,0,False,1,0
4120.16,subscription_mandate,insufficient_funds,1,1.9,27,10,7,1,True,1,1
7525.12,upi,bank_outage,1,2.1,18,9,15,3,False,0,1
1919.66,upi,network_timeout,1,4.3,22,8,3,0,False,0,1
5059.21,upi,insufficient_funds,1,2.2,6,8,13,1,False,0,1
6103.17,upi,insufficient_funds,1,3.4,15,19,12,0,False,1,1
6151.64,upi,bank_outage,1,2.6,15,12,6,0,True,1,1
7337.53,upi,bank_outage,2,0.1,23,18,2,1,False,0,1
5932.92,card,network_timeout,2,2.3,1,16,0,0,False,0,0
3071.36,subscription_mandate,insufficient_funds,1,0.4,7,15,15,0,True,1,1
4286.47,card,card_expired,1,6.2,11,11,4,0,True,0,1
3382.43,subscription_mandate,network_timeout,1,1.8,8,17,5,4,True,1,0
6153.7,card,insufficient_funds,1,1.5,17,10,11,0,True,1,1
704.88,card,insufficient_funds,2,0.2,30,21,7,2,True,1,1
1522.57,card,card_expired,1,1.6,20,17,7,0,True,0,0
4338.21,card,insufficient_funds,2,2.8,30,14,2,0,False,0,1
748.63,netbanking,authentication_failed,3,2.2,8,11,3,0,False,1,0
4244.45,upi,card_expired,1,4.8,16,2,5,0,True,0,0
1342.15,card,card_expired,1,2.8,13,7,14,1,True,1,1
1147.05,card,insufficient_funds,3,5.1,2,19,13,2,True,1,1
7276.75,upi,network_timeout,3,1.3,17,19,1,1,False,1,1
9761.38,card,bank_outage,1,0.8,9,11,2,1,False,1,1
2267.9,subscription_mandate,bank_outage,1,7.5,14,11,7,2,True,1,1
1607.36,upi,card_expired,1,0.8,15,20,2,1,False,0,0
2651.31,netbanking,card_expired,1,2.3,2,15,8,1,False,1,1
6606.23,card,insufficient_funds,2,4.9,11,6,8,0,False,1,1
2389.2,card,card_expired,1,1.8,28,17,4,1,False,1,0
3396.66,subscription_mandate,bank_outage,2,3.3,9,13,5,1,True,1,1
5228.04,card,bank_outage,1,3.7,1,13,0,1,False,0,1
3393.73,card,bank_outage,1,1.3,17,14,13,0,True,1,1
786.54,upi,network_timeout,2,8.1,22,8,16,0,False,0,1
1317.75,card,network_timeout,2,2.0,31,10,3,3,False,0,1
1309.23,upi,network_timeout,2,0.4,11,19,2,0,False,1,1
1323.47,upi,bank_outage,2,3.5,9,11,11,0,False,0,1
1827.78,card,insufficient_funds,1,4.2,3,6,15,4,True,1,1
